"ContestID","ContestName","NominatingParty","PartyCode","AreaType","AreaNum","OfficeSeqNo","BallotOrder","CandidateID","CandidateName","CurrentDateTime","VoteFor","CandidateVotes","CandidatePercentage","PrecinctsReporting","County"
100051746,"US Senator",NA,NA,NA,"Federal",1,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,4,0.00088987764182424,"0/1279,","Wallowa"
100051746,"US Senator","Democrat, Independent",NA,NA,"Federal",1,NA,300018095,"Ron Wyden","11/15/2022 1:47:28 PM",1,1502,0.334149054505006,"0/1279,","Wallowa"
100051746,"US Senator","Pacific Green",NA,NA,"Federal",1,NA,100085953,"Dan Pulju","11/15/2022 1:47:28 PM",1,44,0.00978865406006674,"0/1279,","Wallowa"
100051746,"US Senator","Progressive",NA,NA,"Federal",1,NA,100085955,"Chris Henry","11/15/2022 1:47:28 PM",1,48,0.010678531701891,"0/1279,","Wallowa"
100051746,"US Senator","Republican, Constitution",NA,NA,"Federal",1,NA,100083988,"Jo Rae Perkins","11/15/2022 1:47:28 PM",1,2897,0.644493882091213,"0/1279,","Wallowa"
100051748,"US Representative, 2nd District",NA,NA,NA,"US Representative 2nd District",2,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,5,0.00112435349673937,"0/370,","Wallowa"
100051748,"US Representative, 2nd District","Democrat",NA,NA,"US Representative 2nd District",2,NA,100083998,"Joe Yetter","11/15/2022 1:47:28 PM",1,1269,0.285360917472453,"0/370,","Wallowa"
100051748,"US Representative, 2nd District","Republican",NA,NA,"US Representative 2nd District",2,NA,100066698,"Cliff S Bentz","11/15/2022 1:47:28 PM",1,3173,0.713514729030807,"0/370,","Wallowa"
100051826,"State Representative, 58th District",NA,NA,NA,"HD 58",5,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,54,0.0135780739250691,"0/64,","Wallowa"
100051826,"State Representative, 58th District","Libertarian",NA,NA,"HD 58",5,NA,100086062,"Jesse Bonifer","11/15/2022 1:47:28 PM",1,499,0.125471460900176,"0/64,","Wallowa"
100051826,"State Representative, 58th District","Republican, Democrat",NA,NA,"HD 58",5,NA,100066855,"Bobby Levy","11/15/2022 1:47:28 PM",1,3424,0.860950465174755,"0/64,","Wallowa"
100051753,"Governor",NA,NA,NA,"Statewide Partisan",6,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,6,0.00131752305665349,"0/1279,","Wallowa"
100051753,"Governor","Constitution",NA,NA,"Statewide Partisan",6,NA,100085998,"Donice Noelle Smith","11/15/2022 1:47:28 PM",1,23,0.00505050505050505,"0/1279,","Wallowa"
100051753,"Governor","Democrat, Working Families",NA,NA,"Statewide Partisan",6,NA,100084063,"Tina Kotek","11/15/2022 1:47:28 PM",1,1097,0.24088713219148,"0/1279,","Wallowa"
100051753,"Governor","Libertarian",NA,NA,"Statewide Partisan",6,NA,100086000,"R Leon Noble","11/15/2022 1:47:28 PM",1,23,0.00505050505050505,"0/1279,","Wallowa"
100051753,"Governor","Nonaffiliated",NA,NA,"Statewide Partisan",6,NA,100086002,"Betsy Johnson","11/15/2022 1:47:28 PM",1,290,0.0636802810715854,"0/1279,","Wallowa"
100051753,"Governor","Republican",NA,NA,"Statewide Partisan",6,NA,100084049,"Christine Drazan","11/15/2022 1:47:28 PM",1,3115,0.684014053579271,"0/1279,","Wallowa"
100051175,"Wallowa County, Clerk",NA,NA,NA,"County-Wallowa",8,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,16,0.00422832980972516,"0/12,","Wallowa"
100051175,"Wallowa County, Clerk",NA,NA,NA,"County-Wallowa",8,NA,300034965,"Sandy Lathrop","11/15/2022 1:47:28 PM",1,3768,0.995771670190275,"0/12,","Wallowa"
100051177,"Wallowa County, Treasurer",NA,NA,NA,"County-Wallowa",9,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,9,0.0025847214244687,"0/12,","Wallowa"
100051177,"Wallowa County, Treasurer",NA,NA,NA,"County-Wallowa",9,NA,300034978,"Ginger Goebel-Burns","11/15/2022 1:47:28 PM",1,3473,0.997415278575531,"0/12,","Wallowa"
100051185,"City of Enterprise, Mayor",NA,NA,NA,"CITY OF ENTERPRISE #24",10,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,36,0.047556142668428,"0/4,","Wallowa"
100051185,"City of Enterprise, Mayor",NA,NA,NA,"CITY OF ENTERPRISE #24",10,NA,100085113,"Ashley R Sullivan","11/15/2022 1:47:28 PM",1,721,0.952443857331572,"0/4,","Wallowa"
100051182,"City of Enterprise, Councilor, Position 1",NA,NA,NA,"CITY OF ENTERPRISE #24",11,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,768,0.763419483101392,"0/4,","Wallowa"
100051182,"City of Enterprise, Councilor, Position 1",NA,NA,NA,"CITY OF ENTERPRISE #24",11,NA,100085647,"Devon Maxwell Sundman","11/15/2022 1:47:28 PM",1,238,0.236580516898608,"0/4,","Wallowa"
100051183,"City of Enterprise, Councilor, Position 2",NA,NA,NA,"CITY OF ENTERPRISE #24",12,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,14,0.018018018018018,"0/4,","Wallowa"
100051183,"City of Enterprise, Councilor, Position 2",NA,NA,NA,"CITY OF ENTERPRISE #24",12,NA,100045159,"David Elliott","11/15/2022 1:47:28 PM",1,763,0.981981981981982,"0/4,","Wallowa"
100051184,"City of Enterprise, Councilor, Position 3",NA,NA,NA,"CITY OF ENTERPRISE #24",13,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,7,0.00930851063829787,"0/4,","Wallowa"
100051184,"City of Enterprise, Councilor, Position 3",NA,NA,NA,"CITY OF ENTERPRISE #24",13,NA,100085426,"Corey J Otten","11/15/2022 1:47:28 PM",1,745,0.990691489361702,"0/4,","Wallowa"
100051530,"City of Joseph, Mayor",NA,NA,NA,"CITY OF JOSEPH #25",14,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,18,0.0392156862745098,"0/2,","Wallowa"
100051530,"City of Joseph, Mayor",NA,NA,NA,"CITY OF JOSEPH #25",14,NA,100085611,"Lisa Collier","11/15/2022 1:47:28 PM",1,441,0.96078431372549,"0/2,","Wallowa"
100051572,"City of Joseph, Councilor, Position 1",NA,NA,NA,"CITY OF JOSEPH #25",15,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,11,0.0246636771300448,"0/2,","Wallowa"
100051572,"City of Joseph, Councilor, Position 1",NA,NA,NA,"CITY OF JOSEPH #25",15,NA,100085758,"Nancy Layton Parmenter","11/15/2022 1:47:28 PM",1,435,0.975336322869955,"0/2,","Wallowa"
100051573,"City of Joseph, Councilor, Position 2",NA,NA,NA,"CITY OF JOSEPH #25",16,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,5,0.0111856823266219,"0/2,","Wallowa"
100051573,"City of Joseph, Councilor, Position 2",NA,NA,NA,"CITY OF JOSEPH #25",16,NA,100085759,"Brinda Daggett-Stanley","11/15/2022 1:47:28 PM",1,442,0.988814317673378,"0/2,","Wallowa"
100051190,"City of Lostine, Mayor",NA,NA,NA,"CITY OF LOSTINE #27",17,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,3,0.0234375,"0/1,","Wallowa"
100051190,"City of Lostine, Mayor",NA,NA,NA,"CITY OF LOSTINE #27",17,NA,300034967,"Dustin Tippet","11/15/2022 1:47:28 PM",1,125,0.9765625,"0/1,","Wallowa"
100051187,"City of Lostine, Councilor, Position 1",NA,NA,NA,"CITY OF LOSTINE #27",18,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,1,0.00806451612903226,"0/1,","Wallowa"
100051187,"City of Lostine, Councilor, Position 1",NA,NA,NA,"CITY OF LOSTINE #27",18,NA,100085615,"Lee Allen","11/15/2022 1:47:28 PM",1,123,0.991935483870968,"0/1,","Wallowa"
100051188,"City of Lostine, Councilor, Position 2",NA,NA,NA,"CITY OF LOSTINE #27",19,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,3,0.024390243902439,"0/1,","Wallowa"
100051188,"City of Lostine, Councilor, Position 2",NA,NA,NA,"CITY OF LOSTINE #27",19,NA,100045068,"Darci Calhoun","11/15/2022 1:47:28 PM",1,120,0.975609756097561,"0/1,","Wallowa"
100051189,"City of Lostine, Councilor, Position 3",NA,NA,NA,"CITY OF LOSTINE #27",20,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,1,0.00862068965517241,"0/1,","Wallowa"
100051189,"City of Lostine, Councilor, Position 3",NA,NA,NA,"CITY OF LOSTINE #27",20,NA,100085613,"Rick Boyd","11/15/2022 1:47:28 PM",1,115,0.991379310344828,"0/1,","Wallowa"
100051192,"City of Wallowa, Mayor",NA,NA,NA,"CITY OF WALLOWA #26",21,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,41,0.111413043478261,"0/2,","Wallowa"
100051192,"City of Wallowa, Mayor",NA,NA,NA,"CITY OF WALLOWA #26",21,NA,300034977,"Gary Hulse","11/15/2022 1:47:28 PM",1,327,0.888586956521739,"0/2,","Wallowa"
100051554,"City of Wallowa, Councilor, Position 1",NA,NA,NA,"CITY OF WALLOWA #26",22,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,1,0.0023094688221709,"0/2,","Wallowa"
100051554,"City of Wallowa, Councilor, Position 1",NA,NA,NA,"CITY OF WALLOWA #26",22,NA,100085663,"Karen C Josi","11/15/2022 1:47:28 PM",1,326,0.752886836027714,"0/2,","Wallowa"
100051554,"City of Wallowa, Councilor, Position 1",NA,NA,NA,"CITY OF WALLOWA #26",22,NA,100085664,"Quinn T Berry","11/15/2022 1:47:28 PM",1,106,0.244803695150115,"0/2,","Wallowa"
100051555,"City of Wallowa, Councilor, Position 2",NA,NA,NA,"CITY OF WALLOWA #26",23,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,11,0.030812324929972,"0/2,","Wallowa"
100051555,"City of Wallowa, Councilor, Position 2",NA,NA,NA,"CITY OF WALLOWA #26",23,NA,100085665,"Paul Doherty","11/15/2022 1:47:28 PM",1,346,0.969187675070028,"0/2,","Wallowa"
100051178,"Wallowa Soil and Water Conservation District, At-large, Position 2",NA,NA,NA,"County-Wallowa",24,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,19,0.00652696667811749,"0/12,","Wallowa"
100051178,"Wallowa Soil and Water Conservation District, At-large, Position 2",NA,NA,NA,"County-Wallowa",24,NA,300034981,"Thomas K Smith","11/15/2022 1:47:28 PM",1,2892,0.993473033321883,"0/12,","Wallowa"
100051179,"Wallowa Soil and Water Conservation District, Zone 2",NA,NA,NA,"County-Wallowa",25,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,14,0.00484596746278989,"0/12,","Wallowa"
100051179,"Wallowa Soil and Water Conservation District, Zone 2",NA,NA,NA,"County-Wallowa",25,NA,100085301,"Rawley Bigsby","11/15/2022 1:47:28 PM",1,2875,0.99515403253721,"0/12,","Wallowa"
100051180,"Wallowa Soil and Water Conservation District, Zone 4",NA,NA,NA,"County-Wallowa",26,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,12,0.00375586854460094,"0/12,","Wallowa"
100051180,"Wallowa Soil and Water Conservation District, Zone 4",NA,NA,NA,"County-Wallowa",26,NA,100021570,"Kevin W Melville","11/15/2022 1:47:28 PM",1,3183,0.996244131455399,"0/12,","Wallowa"
100051181,"Wallowa Soil and Water Conservation District, Zone 5",NA,NA,NA,"County-Wallowa",27,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,14,0.00447570332480818,"0/12,","Wallowa"
100051181,"Wallowa Soil and Water Conservation District, Zone 5",NA,NA,NA,"County-Wallowa",27,NA,100021563,"Leonard Post","11/15/2022 1:47:28 PM",1,3114,0.995524296675192,"0/12,","Wallowa"
100051829,"Commissioner of the Bureau of Labor and Industries",NA,NA,NA,"Statewide Nonpartisan",27,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,23,0.00681885561814409,"0/1279,","Wallowa"
100051829,"Commissioner of the Bureau of Labor and Industries",NA,NA,NA,"Statewide Nonpartisan",27,NA,100084347,"Christina E Stephenson","11/15/2022 1:47:28 PM",1,1413,0.418914912540765,"0/1279,","Wallowa"
100051829,"Commissioner of the Bureau of Labor and Industries",NA,NA,NA,"Statewide Nonpartisan",27,NA,100086066,"Cheri Helt","11/15/2022 1:47:28 PM",1,1937,0.574266231841091,"0/1279,","Wallowa"
100051840,"Judge of the Court of Appeals, Position 10",NA,NA,NA,"Statewide Nonpartisan",28,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,36,0.0129124820659971,"0/1279,","Wallowa"
100051840,"Judge of the Court of Appeals, Position 10",NA,NA,NA,"Statewide Nonpartisan",28,NA,100086069,"Kristina Hellman - Incumbent","11/15/2022 1:47:28 PM",1,2752,0.987087517934003,"0/1279,","Wallowa"
100051841,"Judge of the Court of Appeals, Position 11",NA,NA,NA,"Statewide Nonpartisan",29,NA,9901,"Write-in","11/15/2022 1:47:28 PM",1,35,0.0131086142322097,"0/1279,","Wallowa"
100051841,"Judge of the Court of Appeals, Position 11",NA,NA,NA,"Statewide Nonpartisan",29,NA,100086070,"Anna M Joyce - Incumbent","11/15/2022 1:47:28 PM",1,2635,0.98689138576779,"0/1279,","Wallowa"
100002442,"32-008 Wallowa County: Approving Wallowa County Road Service District Board Order 22-001.",NA,NA,NA,"County-Wallowa",32,NA,1,"Yes","11/15/2022 1:47:28 PM",1,3362,0.794235766595795,"0/12,","Wallowa"
100002442,"32-008 Wallowa County: Approving Wallowa County Road Service District Board Order 22-001.",NA,NA,NA,"County-Wallowa",32,NA,2,"No","11/15/2022 1:47:28 PM",1,871,0.205764233404205,"0/12,","Wallowa"
